N_diagnostic_tests_0.025,N_diagnostic_tests_0.25,N_diagnostic_tests_0.75,N_diagnostic_tests_0.975,N_diagnostic_tests_mean,N_diagnostic_tests_median,N_diagnostic_tests_std,N_preventive_tests_0.025,N_preventive_tests_0.25,N_preventive_tests_0.75,N_preventive_tests_0.975,N_preventive_tests_mean,N_preventive_tests_median,N_preventive_tests_std,R0_0.025,R0_0.25,R0_0.75,R0_0.975,R0_mean,R0_median,R0_std,duration_0.025,duration_0.25,duration_0.75,duration_0.975,duration_mean,duration_median,duration_std,family_member_family_member_transmissions_0.025,family_member_family_member_transmissions_0.25,family_member_family_member_transmissions_0.75,family_member_family_member_transmissions_0.975,family_member_family_member_transmissions_mean,family_member_family_member_transmissions_median,family_member_family_member_transmissions_std,index_case,infected_family_members_0.025,infected_family_members_0.25,infected_family_members_0.75,infected_family_members_0.975,infected_family_members_mean,infected_family_members_median,infected_family_members_std,infected_students_0.025,infected_students_0.25,infected_students_0.75,infected_students_0.975,infected_students_mean,infected_students_median,infected_students_std,infected_teachers_0.025,infected_teachers_0.25,infected_teachers_0.75,infected_teachers_0.975,infected_teachers_mean,infected_teachers_median,infected_teachers_std,infected_without_transmissions_0.025,infected_without_transmissions_0.25,infected_without_transmissions_0.75,infected_without_transmissions_0.975,infected_without_transmissions_mean,infected_without_transmissions_median,infected_without_transmissions_std,pending_test_infections_0.025,pending_test_infections_0.25,pending_test_infections_0.75,pending_test_infections_0.975,pending_test_infections_mean,pending_test_infections_median,pending_test_infections_std,predetected_infections_0.025,predetected_infections_0.25,predetected_infections_0.75,predetected_infections_0.975,predetected_infections_mean,predetected_infections_median,predetected_infections_std,quarantine_days_family_member_0.025,quarantine_days_family_member_0.25,quarantine_days_family_member_0.75,quarantine_days_family_member_0.975,quarantine_days_family_member_mean,quarantine_days_family_member_median,quarantine_days_family_member_std,quarantine_days_student_0.025,quarantine_days_student_0.25,quarantine_days_student_0.75,quarantine_days_student_0.975,quarantine_days_student_mean,quarantine_days_student_median,quarantine_days_student_std,quarantine_days_teacher_0.025,quarantine_days_teacher_0.25,quarantine_days_teacher_0.75,quarantine_days_teacher_0.975,quarantine_days_teacher_mean,quarantine_days_teacher_median,quarantine_days_teacher_std,student_family_member_transmissions_0.025,student_family_member_transmissions_0.25,student_family_member_transmissions_0.75,student_family_member_transmissions_0.975,student_family_member_transmissions_mean,student_family_member_transmissions_median,student_family_member_transmissions_std,student_screen_interval,student_student_transmissions_0.025,student_student_transmissions_0.25,student_student_transmissions_0.75,student_student_transmissions_0.975,student_student_transmissions_mean,student_student_transmissions_median,student_student_transmissions_std,student_teacher_transmissions_0.025,student_teacher_transmissions_0.25,student_teacher_transmissions_0.75,student_teacher_transmissions_0.975,student_teacher_transmissions_mean,student_teacher_transmissions_median,student_teacher_transmissions_std,teacher_screen_interval,teacher_student_transmissions_0.025,teacher_student_transmissions_0.25,teacher_student_transmissions_0.75,teacher_student_transmissions_0.975,teacher_student_transmissions_mean,teacher_student_transmissions_median,teacher_student_transmissions_std,teacher_teacher_transmissions_0.025,teacher_teacher_transmissions_0.25,teacher_teacher_transmissions_0.75,teacher_teacher_transmissions_0.975,teacher_teacher_transmissions_mean,teacher_teacher_transmissions_median,teacher_teacher_transmissions_std,test_type,transmissions_0.025,transmissions_0.25,transmissions_0.75,transmissions_0.975,transmissions_mean,transmissions_median,transmissions_std,undetected_infections_0.025,undetected_infections_0.25,undetected_infections_0.75,undetected_infections_0.975,undetected_infections_mean,undetected_infections_median,undetected_infections_std
802.0,802.0,3203.75,15394.449999999999,3420.38,803.0,4836.512775982805,240.0,240.0,480.0,754.0249999999999,365.76,260.0,183.62856920580586,1.0,1.0,3.0,4.425000000000001,2.0416666666666665,2.0,1.1601786469133206,12.0,12.0,24.5,75.775,23.72,12.0,20.11704526524911,0.0,0.0,0.0,0.0,0.04,0.0,0.282842712474619,student,0.0,0.0,1.75,10.649999999999991,1.28,0.0,2.7258400689755544,1.0,1.0,3.0,38.099999999999994,6.36,1.0,12.146654868308225,0.0,0.0,0.75,10.549999999999997,1.4,0.0,3.0838618778461284,1.0,1.0,3.0,32.099999999999994,5.28,1.0,9.80845116650505,0.0,0.0,0.0,14.774999999999999,1.68,0.0,4.617800518932477,0.0,0.0,1.75,19.549999999999997,3.24,1.0,6.7235801930403785,7.449999999999999,14.0,101.25,1473.8249999999998,217.32,26.0,467.7104214867859,5.0,7.0,36.75,506.92499999999995,78.72,8.0,166.37344764604913,0.0,0.0,4.5,146.12499999999994,19.02,0.0,42.74819007983894,0.0,0.0,1.0,10.649999999999991,1.24,0.0,2.714736804621646,7,0.0,0.0,2.0,19.324999999999996,2.54,0.0,5.119829397667904,0.0,0.0,0.75,4.774999999999999,0.7,0.0,1.5939938288872426,3,0.0,0.0,0.0,26.64999999999999,2.82,0.0,7.612261859148363,0.0,0.0,0.0,5.0,0.7,0.0,1.6319513798279803,same_day_LAMP,0.0,0.0,4.75,55.324999999999996,8.04,0.0,17.437889780589853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801.225,802.0,3198.5,20256.85,4601.56,803.0,6882.855645970305,200.0,220.0,420.0,833.3749999999999,348.24,220.0,197.4813408907282,1.0,1.0,2.0,3.0,1.5769230769230769,1.0,0.7575263387144726,12.0,12.0,30.5,91.84999999999997,28.62,17.0,27.14202254355968,0.0,0.0,0.0,0.0,0.02,0.0,0.14142135623730948,student,0.0,0.0,2.75,23.324999999999996,3.84,0.0,6.9557200070392815,1.0,1.0,6.25,87.775,15.42,1.0,28.34128019806632,0.0,0.0,0.75,16.0,2.94,0.0,5.654725313164818,1.0,1.0,4.75,67.55,12.32,1.0,22.129894823472597,0.0,0.0,0.0,37.775,5.22,0.0,10.9475372312028,0.0,0.0,3.0,53.775,8.88,0.5,16.723001390605816,3.6750000000000003,12.0,202.75,3530.55,586.74,22.5,1130.6120215464305,5.0,6.0,75.75,1204.2,204.56,10.0,390.04171205507896,0.0,0.0,5.25,223.1,40.82,0.0,78.92897608170351,0.0,0.0,2.75,22.549999999999997,3.82,0.0,6.897766571396091,7,0.0,0.0,3.75,41.19999999999999,5.92,0.0,11.478178053531467,0.0,0.0,0.75,8.774999999999999,1.6,0.0,3.0572763655761,7,0.0,0.0,0.0,47.324999999999996,8.5,0.0,17.36316767864478,0.0,0.0,0.0,10.0,1.34,0.0,2.868619806080397,same_day_LAMP,0.0,0.0,8.25,125.32499999999999,21.2,1.0,40.703507345240915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,802.0,8123.25,25458.374999999996,6084.66,803.0,8490.662880326066,200.0,220.0,420.0,740.2249999999999,358.68,264.0,173.1687203691409,1.0,1.0,2.0,3.3999999999999986,1.8,2.0,0.8660254037844388,12.0,12.0,50.75,103.425,34.04,14.5,32.75322697920039,0.0,0.0,0.0,0.0,0.02,0.0,0.14142135623730948,student,0.0,0.0,2.75,21.0,4.4,0.0,7.507819053411951,1.0,1.0,15.0,93.55,19.44,1.0,31.99818872424896,0.0,0.0,4.5,18.775,3.76,0.0,6.680950683908415,1.0,1.0,13.75,69.775,15.1,1.0,24.789933770111823,0.0,0.0,3.25,40.0,7.16,0.0,13.725233725380656,0.0,0.0,12.0,50.0,10.86,1.0,18.221998367078072,6.0,12.5,557.25,3805.5249999999996,758.82,29.0,1304.0926267653206,5.0,7.0,202.75,1298.175,262.14,9.5,445.15491502099235,0.0,0.0,61.5,262.85,51.82,0.0,92.3762691498245,0.0,0.0,2.75,21.0,4.38,0.0,7.469366008666905,7,0.0,0.0,5.75,33.0,7.14,0.0,11.675912759844952,0.0,0.0,1.5,10.774999999999999,2.08,0.0,3.7733761205237384,14,0.0,0.0,8.25,58.775,11.3,0.0,20.77994519841137,0.0,0.0,1.5,9.774999999999999,1.68,0.0,3.1392186731017993,same_day_LAMP,0.0,0.0,20.25,133.1,26.6,0.5,46.01552533035532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801.0,802.0,1403.0,19180.499999999996,3173.24,802.0,6344.003807420943,199.0,200.0,400.0,599.0,308.12,200.0,140.25030684967706,1.0,1.0,2.0,3.5500000000000007,1.5789473684210527,1.0,0.901590537370498,12.0,12.0,18.75,78.875,21.98,12.0,22.122562127882947,0.0,0.0,0.0,0.0,0.02,0.0,0.14142135623730948,student,0.0,0.0,1.0,14.774999999999999,1.84,0.0,4.74818977321347,1.0,1.0,2.0,86.875,10.28,1.0,25.021655926539363,0.0,0.0,0.0,16.775,1.78,0.0,5.019512944906272,1.0,1.0,1.0,65.74999999999999,7.5,1.0,17.843137364836046,0.0,0.0,0.0,41.55,4.16,0.0,11.850015069309284,0.0,0.0,1.0,51.099999999999994,5.56,0.0,14.792662273669913,1.4500000000000002,10.0,41.25,3503.5999999999995,388.34,18.0,1019.2164779768781,2.45,6.0,14.25,1200.05,134.02,7.0,346.24195209095495,0.0,0.0,0.0,234.39999999999998,24.04,0.0,67.82027870837477,0.0,0.0,1.0,14.774999999999999,1.82,0.0,4.749607932261786,7,0.0,0.0,1.0,30.324999999999996,3.54,0.0,9.24101328484124,0.0,0.0,0.0,9.774999999999999,0.92,0.0,2.625153056762324,,0.0,0.0,0.0,58.324999999999996,5.74,0.0,16.241556676171964,0.0,0.0,0.0,9.549999999999997,0.86,0.0,2.579431989364151,same_day_LAMP,0.0,0.0,1.0,119.52499999999998,12.9,0.0,34.618769239727015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,802.0,3200.75,16489.999999999993,3116.72,1603.0,4731.148206151593,40.0,240.0,280.0,350.07499999999993,234.94,259.5,97.56325211505255,1.0,1.0,2.0,3.0,1.5,1.0,0.682288239221013,12.0,12.0,26.75,78.49999999999997,24.02,17.5,19.84376733487914,0.0,0.0,0.0,0.7749999999999986,0.08,0.0,0.4444671196029727,student,0.0,0.0,1.0,14.524999999999984,1.52,0.0,3.512310711000984,1.0,1.0,3.0,63.99999999999994,6.82,2.0,16.74379568310457,0.0,0.0,1.0,14.524999999999984,1.26,0.0,3.607305512598633,1.0,1.0,2.0,51.14999999999996,5.4,1.0,12.869835005205953,0.0,0.0,0.0,21.399999999999977,1.62,0.0,6.567980461826815,0.0,0.0,2.0,36.524999999999984,3.68,1.0,9.723608971393874,6.0,14.25,119.5,2583.374999999998,251.84,33.0,678.4883064878984,4.0,6.25,35.5,875.4249999999992,84.04,15.0,231.32819339895536,0.0,0.0,7.0,203.34999999999977,16.86,0.0,50.45264904758091,0.0,0.0,1.0,14.299999999999983,1.44,0.0,3.453244555368715,14,0.0,0.0,1.75,25.724999999999973,2.42,0.5,6.286006486714789,0.0,0.0,1.0,7.874999999999993,0.84,0.0,2.2072237618089106,3,0.0,0.0,0.0,37.29999999999998,3.4,0.0,10.887176504718656,0.0,0.0,0.0,4.774999999999999,0.42,0.0,1.553008929367078,same_day_LAMP,0.0,0.0,4.0,91.8249999999999,8.6,1.0,23.720309045720498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,802.0,15604.75,28803.6,7360.92,1604.0,9518.30411030907,20.0,220.0,238.75,398.14999999999975,196.2,220.0,95.25433194927169,1.0,1.0,3.0,5.0,1.9705882352941178,2.0,1.1673667367366674,12.0,12.0,71.5,120.52499999999998,38.9,18.0,35.173186679976695,0.0,0.0,0.0,1.0,0.06,0.0,0.2398979374820952,student,0.0,0.0,8.75,23.775,5.22,1.0,8.588768175676313,1.0,1.0,45.0,85.0,22.0,2.0,32.27306958453384,0.0,0.0,10.0,18.775,4.48,0.0,6.958301458234867,1.0,1.0,39.75,69.1,17.34,2.0,25.336599324023783,0.0,0.0,15.75,41.55,8.58,0.0,14.369880632341909,0.0,0.0,29.25,46.775,12.26,1.0,18.30781031055727,6.0,18.5,1850.75,3399.9249999999997,840.72,42.0,1287.2833289449497,5.0,8.0,618.25,1170.975,293.1,17.0,444.99466862204184,0.0,0.0,140.0,260.525,62.16,0.0,97.23364664979057,0.0,0.0,8.75,23.775,5.16,1.0,8.457239381688547,14,0.0,0.0,17.25,37.324999999999996,8.42,1.0,12.605619090431901,0.0,0.0,5.0,10.774999999999999,2.38,0.0,3.7465085787453156,7,0.0,0.0,28.0,54.42499999999999,12.58,0.0,20.05410029833077,0.0,0.0,4.0,9.774999999999999,2.1,0.0,3.4773318413251673,same_day_LAMP,0.0,0.0,63.75,124.875,30.7,2.0,47.12088232429872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801.225,802.0,9262.25,21061.775,5654.08,803.0,7178.941525186064,0.0,20.0,220.0,380.27499999999975,157.82,200.0,124.2832003029815,1.0,1.0,2.0,4.699999999999996,1.8888888888888888,2.0,1.219499687240422,12.0,12.0,49.75,94.77499999999999,33.2,17.0,28.93201037760418,0.0,0.0,0.0,1.0,0.18,0.0,0.8734169352933016,student,0.0,0.0,5.75,23.0,4.8,0.0,7.824607964359516,1.0,1.0,23.25,100.55000000000001,21.12,1.5,34.18177101011232,0.0,0.0,2.75,18.775,3.86,0.0,6.727979955805033,1.0,1.0,16.0,75.55,16.32,1.0,26.396845822706833,0.0,0.0,4.75,36.775,7.18,0.0,13.262945158814249,0.0,0.0,10.75,54.55,11.08,1.0,18.584435005934292,3.0,12.0,874.75,3826.6749999999997,805.14,32.5,1350.6146599203776,5.0,6.0,300.25,1389.6,282.56,10.5,474.0359996662615,0.0,0.0,38.5,258.2,52.82,0.0,92.27989588026999,0.0,0.0,5.75,22.324999999999996,4.62,0.0,7.502081343853579,14,0.0,0.0,10.75,36.775,7.72,0.5,12.184031034304615,0.0,0.0,2.0,9.0,1.82,0.0,3.021622756340151,14,0.0,0.0,9.25,66.32499999999999,12.4,0.0,22.874100852184732,0.0,0.0,0.0,12.0,2.04,0.0,3.999795913160917,same_day_LAMP,0.0,0.0,29.5,137.875,28.78,1.0,48.44070223121317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,803.0,8063.0,23277.300000000003,6141.88,1604.0,9016.5587707805,0.0,0.0,200.0,398.65,135.76,199.5,117.04727110646104,1.0,1.0,3.0,4.0,1.8484848484848484,1.0,1.1214168527250503,12.0,12.0,44.0,95.875,34.18,17.5,34.39072608736731,0.0,0.0,0.0,1.0,0.1,0.0,0.30304576336566325,student,0.0,0.0,4.25,19.775,3.76,0.0,6.563846557671277,1.0,1.0,20.5,99.1,19.48,2.0,31.68482544161015,0.0,0.0,4.5,19.0,3.9,0.0,6.7408289928023,1.0,1.0,18.5,71.0,14.58,1.0,23.161447559710613,0.0,0.0,5.5,36.775,6.84,0.0,12.781300115913922,0.0,0.0,14.75,48.775,10.32,1.0,17.015527122757796,6.675000000000001,15.75,788.0,3866.675,738.6,38.0,1262.8629605554427,5.0,7.0,252.25,1373.625,256.76,16.0,438.3242933290933,0.0,0.0,41.25,260.525,52.86,0.0,93.06021969561385,0.0,0.0,4.25,19.0,3.66,0.0,6.488954508412345,14,0.0,0.0,9.25,42.099999999999994,7.5,1.0,12.79229678919533,0.0,0.0,2.75,11.0,2.0,0.0,3.5742845723419436,,0.0,0.0,13.5,54.55,10.98,0.0,19.197672052748946,0.0,0.0,2.25,11.549999999999997,1.9,0.0,3.6658935486732402,same_day_LAMP,0.0,0.0,29.0,131.0,26.14,1.0,44.57418031798687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.45000000000007,803.0,9494.75,17574.949999999997,5853.48,3598.5,5782.9775617050145,40.0,60.0,130.75,199.09999999999994,96.66,92.0,42.90692822605597,1.0,1.0,2.0,6.0,1.85,1.5,1.2310095919141393,12.0,17.0,49.0,84.325,35.6,30.5,23.244046856898958,0.0,0.0,0.0,2.0,0.22,0.0,0.6157789160643516,student,0.0,0.0,4.75,15.549999999999997,3.54,1.5,4.781810774770818,1.0,1.0,20.0,67.29999999999998,13.5,4.0,18.935174050600395,0.0,0.0,5.0,14.324999999999996,2.98,1.0,4.2305497302842525,1.0,1.0,16.0,46.42499999999999,10.66,3.5,14.36067476102139,0.0,0.0,4.0,31.19999999999999,3.9,0.0,8.505100510510005,0.0,0.0,10.5,38.324999999999996,7.12,1.0,10.843299445147812,0.0,17.25,700.0,2622.1749999999993,486.88,125.5,745.3749539935027,0.0,6.25,236.5,909.2999999999997,169.88,44.5,259.65500187749126,0.0,0.0,69.25,200.54999999999995,40.52,11.0,59.11532830676259,0.0,0.0,4.0,14.774999999999999,3.32,1.0,4.666161294307109,,0.0,0.0,9.0,29.64999999999999,5.8,3.0,7.8714156079748046,0.0,0.0,3.0,7.0,1.92,1.0,2.5381979788014637,3,0.0,0.0,10.75,36.775,6.7,0.0,11.560400388518433,0.0,0.0,2.0,5.0,1.06,0.0,1.8671160780678826,same_day_LAMP,0.0,1.0,26.75,93.62499999999999,19.02,6.5,27.381276188561515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.67500000000007,803.0,6345.0,22208.024999999998,5775.22,2404.0,7651.514328682971,20.0,20.0,43.75,60.0,35.82,40.0,16.28281929156105,1.0,1.0,2.0,4.149999999999999,1.9714285714285715,2.0,1.01418510567422,12.0,12.0,37.75,106.64999999999999,35.44,25.0,29.641504272054142,0.0,0.0,0.0,2.0,0.26,0.0,0.63277813115286,student,0.0,0.0,6.0,21.549999999999997,4.08,1.0,6.454993321105005,1.0,1.0,10.5,77.32499999999999,15.3,3.0,25.368508519221148,0.0,0.0,1.75,16.775,2.92,0.0,5.56167644671633,1.0,1.0,8.0,61.324999999999996,11.94,2.0,19.66807212780373,0.0,0.0,2.75,35.775,5.92,0.0,11.740110905848917,0.0,0.0,4.75,43.55,8.56,1.0,15.41422613519533,0.6750000000000003,9.0,341.5,3060.075,577.1,46.0,1028.5347662116835,0.6750000000000003,5.0,124.5,1063.0,197.96,19.0,350.3179873270825,0.0,0.0,22.25,234.075,40.72,0.0,77.69827566179526,0.0,0.0,3.75,21.324999999999996,3.82,1.0,6.320326780495206,,0.0,0.0,7.0,31.19999999999999,6.18,1.0,9.772284841346377,0.0,0.0,1.0,10.549999999999997,1.76,0.0,3.310835642713366,7,0.0,0.0,3.0,50.775,8.12,0.0,16.17082280541351,0.0,0.0,0.0,8.549999999999997,1.16,0.0,2.5821996634731437,same_day_LAMP,0.0,0.0,14.75,111.0,21.3,3.0,36.88218971763129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803.0,1003.0,17404.25,26045.049999999996,9708.26,7138.0,8782.193770397937,0.0,0.0,20.0,40.0,17.18,20.0,13.275249334681408,1.0,1.0,3.0,5.049999999999997,2.175,2.0,1.3182642044827406,12.0,17.75,73.5,120.49999999999997,50.6,50.5,33.513932527672544,0.0,0.0,0.0,2.0,0.28,0.0,0.6401530429259451,student,0.0,0.0,15.75,27.0,8.62,5.0,8.989540407311926,1.0,2.0,69.75,92.42499999999998,35.72,14.5,36.32564731785553,0.0,0.0,14.75,18.775,7.28,3.5,7.572883957157368,1.0,1.0,56.75,73.55,28.56,11.5,28.931417849381496,0.0,0.0,28.5,44.099999999999994,14.44,0.5,16.77481104854197,0.0,0.0,39.0,60.324999999999996,20.56,7.0,21.67492673527622,6.0,32.0,2801.5,3852.7249999999995,1377.56,440.5,1461.7437889349133,5.0,10.25,962.25,1268.6999999999998,477.1,166.5,503.7861244453577,0.0,0.0,195.25,262.85,99.74,49.0,104.35805905533084,0.0,0.0,15.75,27.0,8.34,4.5,8.87695939853649,,0.0,0.25,20.75,34.099999999999994,12.1,5.0,12.367254327126808,0.0,0.0,6.75,10.774999999999999,3.56,2.5,3.6765112122605514,14,0.0,0.0,47.75,61.87499999999999,22.62,8.0,24.504801695228,0.0,0.0,8.0,12.549999999999997,3.72,0.0,4.435662525577923,same_day_LAMP,0.0,1.0,100.0,129.1,50.62,20.0,52.39212045445656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803.0,803.0,14182.25,22732.199999999997,6996.02,2404.0,7644.178837627535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.149999999999999,2.057142857142857,2.0,1.235334133005345,12.0,12.0,63.0,91.32499999999999,37.56,23.0,28.70977931944843,0.0,0.0,0.0,1.0,0.12,0.0,0.38544964466377263,student,0.0,0.0,8.75,22.775,5.68,2.0,7.530726175787689,1.0,1.0,54.25,94.19999999999999,24.92,2.0,33.96807624934966,0.0,0.0,12.0,17.775,4.66,0.0,6.781156363973114,1.0,1.0,42.75,75.74999999999999,19.48,2.5,26.230718866338716,0.0,0.0,19.0,39.55,9.6,0.0,14.512485827657478,0.0,0.0,30.75,49.324999999999996,13.36,2.0,18.352289519627924,3.0,9.0,1992.25,3660.95,955.0,67.5,1362.6952883824,5.0,5.0,708.5,1260.1,328.74,24.0,464.92105145027875,0.0,0.0,165.75,248.84999999999997,63.66,0.0,92.88606362811662,0.0,0.0,8.75,22.775,5.56,2.0,7.519118489367146,,0.0,0.0,17.0,35.775,9.34,1.0,12.577287595714193,0.0,0.0,5.75,11.0,2.54,0.0,3.834377260989304,,0.0,0.0,31.0,59.775,14.58,0.0,21.942494416644838,0.0,0.0,3.75,9.0,2.12,0.0,3.317486139490908,same_day_LAMP,0.0,0.0,79.25,130.75,34.26,3.5,47.91864278681746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,802.0,4789.0,6326.425,2732.56,1601.5,2200.0369956073046,459.0,459.0,1066.75,1446.2499999999998,802.98,667.0,324.2914090123013,1.0,2.5,5.0,8.049999999999994,3.740740740740741,4.0,2.176669873428614,12.0,12.0,31.0,37.0,20.64,17.0,9.690643499199185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teacher,0.0,0.0,1.0,4.549999999999997,0.64,0.0,1.1738650619528077,0.0,0.0,8.75,24.549999999999997,5.68,1.0,7.990913206733698,1.0,1.0,4.0,7.549999999999997,2.48,1.0,2.1403795200374907,1.0,1.0,7.75,19.775,5.3,1.0,6.389564195799656,0.0,0.0,0.0,1.7749999999999986,0.16,0.0,0.4677344441069971,0.0,0.0,3.0,12.0,2.46,1.0,3.8450073644471816,0.0,0.0,247.75,801.25,181.84,15.0,267.9097746386622,0.0,0.0,99.0,282.325,63.54,6.0,93.14005473435351,7.0,8.0,48.25,98.04999999999995,28.32,11.0,28.661600564845916,0.0,0.0,1.0,4.549999999999997,0.64,0.0,1.1738650619528077,3,0.0,0.0,3.0,6.774999999999999,1.3,0.0,2.0429070922964416,0.0,0.0,1.0,2.7749999999999986,0.52,0.0,0.9089127840335353,3,0.0,0.0,7.5,18.775,4.38,1.0,6.249538758490706,0.0,0.0,1.75,5.0,0.96,0.0,1.551299652628369,same_day_LAMP,0.0,0.0,12.75,35.87499999999999,7.8,1.0,10.939536982329512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,2396.5,15539.0,20681.6,9195.32,7437.0,7085.365750183793,420.0,748.25,1178.25,1564.925,958.84,959.0,361.18034163513585,2.0,3.0,6.0,12.0,5.341463414634147,5.0,2.851401024913551,12.0,22.0,59.0,77.775,41.38,39.0,23.053522463154813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teacher,0.0,0.0,8.75,17.775,4.76,2.5,5.41562365677645,0.0,4.5,56.5,77.875,30.08,21.0,28.228542510106646,1.0,1.0,12.75,17.775,7.18,5.5,6.049759651154307,1.0,4.25,43.0,62.775,24.18,16.5,21.78811696352685,0.0,0.0,20.75,37.55,10.1,3.0,12.5977808217421,0.0,2.25,30.25,46.0,15.9,12.0,15.512009830437572,0.0,114.75,2171.75,3181.9749999999995,1140.74,716.5,1127.2409663982812,0.0,38.75,761.0,1070.3,399.62,268.5,389.24709585641494,7.0,14.0,178.5,247.84999999999997,96.88,74.0,86.04878540332662,0.0,0.0,8.75,17.775,4.76,2.5,5.41562365677645,3,0.0,0.0,15.75,23.0,8.46,6.5,8.600450866207005,0.0,0.0,4.0,6.0,2.18,1.5,2.219486978781266,7,0.0,3.25,41.75,56.324999999999996,21.62,15.0,20.074239762462145,0.0,0.0,7.75,11.0,4.0,2.5,4.115674368825124,same_day_LAMP,0.0,6.25,73.75,110.1,41.02,28.5,39.088330112968606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,1802.75,17081.0,24268.799999999996,10270.06,11181.0,7809.425102073645,420.0,620.0,1150.75,1855.5749999999998,951.8,927.5,408.84276704286367,1.0,4.0,9.0,14.099999999999994,6.794871794871795,6.0,3.8263593193825436,12.0,17.25,62.5,96.1,44.84,46.0,26.66906791909814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teacher,0.0,0.0,8.0,18.775,5.2,3.0,5.809914116475073,0.0,2.0,64.75,81.775,34.54,26.0,31.441692066426704,1.0,1.0,15.0,17.775,8.26,7.5,6.666425165693824,1.0,1.25,52.75,67.64999999999999,27.9,22.0,24.96139877032993,0.0,0.0,23.0,40.55,13.28,7.5,14.224210461930957,0.0,1.0,29.75,56.775,18.1,15.5,17.222730590112352,0.0,27.25,2564.5,3325.475,1364.22,1103.0,1261.3777095392359,0.0,13.25,871.0,1127.3,469.14,355.0,433.3747970220206,7.0,11.75,209.25,246.52499999999998,111.94,105.0,93.81340794472868,0.0,0.0,8.0,18.775,5.2,3.0,5.809914116475073,3,0.0,0.0,16.0,26.775,9.48,6.5,9.647332294897033,0.0,0.0,5.0,7.774999999999999,2.66,2.0,2.6924687101435443,14,0.0,1.25,48.75,57.775,25.06,20.0,22.689033582282857,0.0,0.0,8.0,12.774999999999999,4.6,5.0,4.444671196029727,same_day_LAMP,0.0,2.0,87.25,116.775,47.0,37.0,43.09315964469611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200.45,8858.0,16972.5,22841.6,12812.72,13645.5,5610.373173371785,729.35,858.5,1142.0,1665.225,1035.7,998.5,246.74735074979188,2.225,5.0,13.0,17.0,8.7,8.0,4.7304916256567,23.900000000000002,40.25,64.25,88.1,52.8,54.5,17.77868478411891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teacher,0.0,2.0,12.0,17.775,8.08,7.5,5.663488504518776,4.225,21.75,76.75,93.775,49.84,54.5,29.905538358133526,1.0,5.0,16.0,19.775,10.76,11.0,6.277787209271908,3.225,17.75,60.0,75.1,39.38,39.5,23.436314051627882,0.0,5.0,33.0,45.775,19.74,19.5,15.521952854205017,1.0,11.25,40.0,54.775,26.68,27.5,16.805538445672592,126.25,879.0,3013.75,3759.1749999999997,1979.48,2135.5,1207.0391204792606,45.8,286.75,1045.75,1282.65,674.98,737.5,413.4562874508659,14.0,58.75,217.5,265.325,144.94,151.0,85.48431291823103,0.0,2.0,12.0,17.775,8.08,7.5,5.663488504518776,3,1.225,4.25,22.0,30.549999999999997,14.2,14.5,9.678505534831041,0.0,1.0,4.75,8.0,3.18,3.0,2.623986684884087,,3.0,16.0,55.0,67.55,35.64,37.5,21.442623963707884,0.0,2.25,11.0,13.774999999999999,6.58,7.0,4.616253450404055,same_day_LAMP,5.0,29.75,105.75,128.875,67.68,71.0,41.13662651234696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
