N_diagnostic_tests_0.025,N_diagnostic_tests_0.25,N_diagnostic_tests_0.75,N_diagnostic_tests_0.975,N_diagnostic_tests_mean,N_diagnostic_tests_median,N_diagnostic_tests_std,N_employee_screens_0.025,N_employee_screens_0.25,N_employee_screens_0.75,N_employee_screens_0.975,N_employee_screens_mean,N_employee_screens_median,N_employee_screens_std,N_preventive_tests_0.025,N_preventive_tests_0.25,N_preventive_tests_0.75,N_preventive_tests_0.975,N_preventive_tests_mean,N_preventive_tests_median,N_preventive_tests_std,N_resident_screens_0.025,N_resident_screens_0.25,N_resident_screens_0.75,N_resident_screens_0.975,N_resident_screens_mean,N_resident_screens_median,N_resident_screens_std,R0_0.025,R0_0.25,R0_0.75,R0_0.975,R0_mean,R0_median,R0_std,duration_0.025,duration_0.25,duration_0.75,duration_0.975,duration_mean,duration_median,duration_std,employee_screen_interval,index_case,infected_employees_0.025,infected_employees_0.25,infected_employees_0.75,infected_employees_0.975,infected_employees_mean,infected_employees_median,infected_employees_std,infected_residents_0.025,infected_residents_0.25,infected_residents_0.75,infected_residents_0.975,infected_residents_mean,infected_residents_median,infected_residents_std,pending_test_infections_0.025,pending_test_infections_0.25,pending_test_infections_0.75,pending_test_infections_0.975,pending_test_infections_mean,pending_test_infections_median,pending_test_infections_std,predetected_infections_0.025,predetected_infections_0.25,predetected_infections_0.75,predetected_infections_0.975,predetected_infections_mean,predetected_infections_median,predetected_infections_std,resident_screen_interval,test_type,transmissions_0.025,transmissions_0.25,transmissions_0.75,transmissions_0.975,transmissions_mean,transmissions_median,transmissions_std,undetected_infections_0.025,undetected_infections_0.25,undetected_infections_0.75,undetected_infections_0.975,undetected_infections_mean,undetected_infections_median,undetected_infections_std
52.0,52.0,320.0,549.0,206.2505,196.0,155.4212917445443,1.0,1.0,7.0,13.0,4.4831,4.0,3.7345828550067135,34.0,35.0,69.0,103.0,50.8122,35.0,22.99750898906162,2.0,2.0,8.0,16.0,5.9661,6.0,4.1183548747876815,1.0,1.0,3.0,7.0,2.625506072874494,2.0,1.5952517783400266,12.0,12.0,30.0,56.0,23.6536,23.0,12.618784823153193,,resident,0.0,0.0,5.0,11.0,2.842,2.0,3.307133156220248,1.0,1.0,8.0,16.0,4.8964,3.0,4.612287324033049,0.0,0.0,0.0,4.0,0.461,0.0,1.0762875263998688,0.0,0.0,6.0,12.0,3.4245,2.0,3.7137149753167367,7.0,same_day_LAMP,0.0,0.0,11.0,25.0,6.7384,4.0,7.6514456086409055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,152.0,376.0,594.0,271.4124,252.0,152.50191083891687,4.0,9.0,17.0,29.0,13.5154,12.0,6.568658734304651,54.0,95.0,138.0,197.0,117.6845,115.0,34.391124359251016,1.0,3.0,9.0,15.0,6.0997,6.0,3.958121597760517,1.0,2.0,5.0,8.0,3.3720599496772783,3.0,2.051834427973956,12.0,21.0,36.0,61.0,29.4152,27.0,12.535961231289734,2.0,resident,0.0,2.0,7.0,13.0,4.6524,4.0,3.6313486350515753,1.0,2.0,10.0,20.0,6.7195,5.0,5.498949317311393,0.0,0.0,2.0,9.0,1.6586,1.0,2.4961708929704094,0.0,0.0,5.0,11.0,3.1445,2.0,3.3879739648879648,,same_day_LAMP,0.0,3.0,16.0,31.0,10.3719,8.0,8.767581048256341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,195.0,373.0,605.0,284.6979,284.0,144.3847073964656,3.0,9.0,14.0,26.0,11.8116,11.0,5.757362257320291,36.0,69.0,102.0,156.0,87.1016,84.0,29.10947291830201,1.0,4.0,8.0,15.0,6.3759,6.0,3.704695894019739,1.0,2.0,5.0,8.0,3.3226617132867133,3.0,2.027140187617521,12.0,23.0,35.0,63.0,29.8436,28.0,12.511338553457813,3.0,resident,0.0,2.0,7.0,13.0,4.9175,5.0,3.4794689854117173,1.0,3.0,10.0,19.0,7.3555,7.0,5.0559940721489935,0.0,0.0,2.0,5.0,1.0023,0.0,1.5857320595284885,0.0,1.0,8.0,13.0,4.9198,5.0,3.973983796484514,,same_day_LAMP,0.0,5.0,16.0,30.0,11.273,10.0,8.121272468440562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,214.0,365.0,585.0249999999996,288.0992,285.0,136.07336093194556,2.0,6.0,10.0,17.0,8.1097,8.0,3.8505776975488346,18.0,18.0,36.0,54.0,28.8688,31.0,12.058786339959724,1.0,5.0,8.0,15.0,6.4513,6.0,3.4735046902924065,1.0,2.0,5.0,8.0,3.3837412587412588,3.0,2.06522165837708,12.0,24.0,35.0,61.0,29.8482,27.0,11.994746523141515,7.0,resident,0.0,3.0,7.0,13.0,5.1018,5.0,3.475463227321568,1.0,4.0,11.0,19.0,7.8595,7.0,5.033636210469519,0.0,0.0,2.0,6.0,1.1548,0.0,1.6711421937175672,0.0,3.0,9.0,14.0,5.9521,6.0,4.1184100961623535,,same_day_LAMP,0.0,6.0,17.0,30.0,11.9613,11.0,8.075067986233815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,233.0,347.0,563.0249999999996,285.8248,282.0,127.78539202742056,1.0,5.0,8.0,14.0,6.4114,6.0,3.254198675696076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,14.0,6.4114,6.0,3.254198675696076,1.0,2.0,5.0,8.0,3.4055057898186587,3.0,2.0759837587015904,12.0,24.0,34.0,61.0,29.8305,27.0,11.769903262656035,,resident,0.0,3.0,8.0,13.0,5.4424,5.0,3.5944365674502787,1.0,5.0,12.0,21.0,8.3948,8.0,5.230264670822375,0.0,0.0,2.0,6.0,1.1882,1.0,1.6573036612348848,0.0,3.0,9.0,15.0,6.4852,6.0,4.2951397861511165,,same_day_LAMP,0.0,7.0,18.0,32.0,12.8372,12.0,8.396222115605415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,103.0,60.6812,52.0,19.076974593891077,4.0,4.0,5.0,7.0,5.0081,5.0,1.0107109100303435,158.0,158.0,210.0,262.0,189.8294,176.0,30.719786232436853,4.0,4.0,5.0,7.0,4.672,4.0,0.8881975509361355,1.0,1.0,2.0,3.0,1.4102564102564104,1.0,0.6749060995822643,12.0,12.0,12.0,17.0,12.857999999999999,12.0,1.8852563271719616,2.0,employee,1.0,1.0,1.0,2.0,1.0804,1.0,0.3078072684837919,0.0,0.0,0.0,2.0,0.1616,0.0,0.4640118217212463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.32799999999999996,0.0,0.4695083000377954,2.0,same_day_PCR,0.0,0.0,0.0,2.0,0.242,0.0,0.6007262997478311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,103.0,298.0,86.5251,52.0,70.80177864415495,3.0,4.0,5.0,10.0,4.7496,4.0,1.7960017823599796,158.0,158.0,193.0,317.0,191.7911,191.0,44.869276637679356,4.0,4.0,6.0,14.0,5.7143,5.0,2.7506784859763824,1.0,1.0,2.0,4.0,1.611292428198433,1.0,0.8505820407381214,12.0,12.0,17.0,32.0,14.9175,12.0,5.493588235495095,3.0,employee,1.0,1.0,1.0,4.0,1.3407,1.0,1.0466771533315946,0.0,0.0,1.0,5.0,0.6696,0.0,1.6108057951009962,0.0,0.0,0.0,1.0,0.0777,0.0,0.4299781367928048,0.0,0.0,1.0,1.0,0.3144,0.0,0.5168939523111038,2.0,same_day_PCR,0.0,0.0,1.0,8.0,1.0103,0.0,2.5196882332699992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,154.0,422.0,128.1575,102.0,107.26596054843884,2.0,2.0,5.0,11.0,3.8439,3.0,2.5653442047976545,123.0,141.0,225.0,344.0,189.5342,158.0,63.12844485978599,4.0,4.0,9.0,19.0,7.5054,6.0,4.176495558661012,1.0,1.0,2.0,5.0,1.9389020609155567,2.0,1.1216203189155478,12.0,12.0,22.0,40.0,18.5312,17.0,8.383331950093504,7.0,employee,1.0,1.0,2.0,7.0,1.8667,1.0,1.7151166935597275,0.0,0.0,2.0,9.0,1.626,1.0,2.5414110011935693,0.0,0.0,0.0,3.0,0.2607,0.0,0.857326665222242,0.0,0.0,1.0,4.0,0.6563,0.0,1.171455308901742,2.0,same_day_PCR,0.0,0.0,3.0,14.0,2.4927,1.0,4.0572888570185555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,99.0,236.0,458.0,165.3198,149.0,116.83399311054389,0.0,2.0,5.0,10.0,3.4081,3.0,2.6556090856829053,105.0,167.0,241.0,365.0249999999997,208.1876,205.0,66.66205959358686,4.0,6.0,12.0,21.0,9.566,9.0,4.600408718368142,1.0,1.0,3.0,5.0,2.1874379344587886,2.0,1.2552048667352107,12.0,17.0,28.0,45.0,22.7329,22.0,9.133099087379597,,employee,1.0,1.0,3.0,8.0,2.4366,2.0,2.045775882127852,0.0,1.0,4.0,11.0,2.7994,2.0,2.9681375682509064,0.0,0.0,0.0,3.0,0.3524,0.0,0.9059229049046962,0.0,0.0,1.0,5.0,0.9129999999999999,0.0,1.4830545994987876,2.0,same_day_PCR,0.0,1.0,6.0,17.024999999999636,4.236000000000001,3.0,4.747710824787834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,290.0,74.0694,52.0,60.95893357661599,4.0,4.0,5.0,13.0,5.4897,5.0,2.4221644448839155,123.0,140.0,176.0,277.0,163.1684,158.0,39.936994601419116,3.0,3.0,4.0,10.0,4.1209,4.0,1.8631774829664791,1.0,1.0,2.0,3.0,1.4097807757166947,1.0,0.6708915774691786,12.0,12.0,12.0,28.0,13.8217,12.0,4.741493149391715,2.0,employee,1.0,1.0,1.0,4.0,1.2590000000000001,1.0,0.8588322067062505,0.0,0.0,0.0,4.0,0.3694,0.0,1.3186802234632835,0.0,0.0,0.0,1.0,0.1065,0.0,0.6896414362051146,0.0,0.0,1.0,1.0,0.3752,0.0,0.5539455258096743,3.0,same_day_PCR,0.0,0.0,0.0,7.0,0.6284,0.0,2.0537125440336954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,104.0,367.0,104.6114,52.0,95.47088382855742,3.0,4.0,6.0,19.0,6.2646,4.0,4.492238290706099,105.0,123.0,209.0,463.0,191.8829,158.0,100.89468946097284,3.0,3.0,6.0,19.0,5.8977,4.0,4.6544818326117685,1.0,1.0,2.0,4.0,1.6144845034788111,1.0,0.8616869870754957,12.0,12.0,18.0,49.0,18.0232,12.0,11.359619969725467,3.0,employee,1.0,1.0,2.0,10.0,2.0069999999999997,1.0,2.3376264564179143,0.0,0.0,1.0,14.0,1.6456,0.0,3.8477891298924902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2473,0.0,0.4536113824945676,3.0,same_day_PCR,0.0,0.0,2.0,23.0,2.6526,0.0,6.0573411971126285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,282.0,527.0,169.5516,103.0,149.31930271353497,2.0,2.0,7.0,14.0,4.9126,3.0,3.6830038951607387,88.0,88.0,206.0,346.02499999999964,160.8254,141.0,73.9298077671493,3.0,3.0,11.0,23.0,7.7906,5.0,5.75934619960154,1.0,1.0,3.0,5.0,1.9501540692405293,2.0,1.1165974071198914,12.0,12.0,29.0,56.0,22.0429,18.0,12.834723705762439,7.0,employee,1.0,1.0,4.0,10.0,2.8310000000000004,1.0,2.7820878852581443,0.0,0.0,5.0,16.0,3.0253,1.0,4.512681723724151,0.0,0.0,0.0,2.0,0.1884,0.0,0.6613238048924988,0.0,0.0,2.0,9.0,1.6152,0.0,2.471748351671626,3.0,same_day_PCR,0.0,0.0,8.0,24.0,4.8563,1.0,7.085229026434903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,101.0,335.0,567.0499999999993,226.6586,203.0,156.6129950197649,0.0,2.0,7.0,14.0,4.9453,4.0,3.7966234136314463,70.0,136.0,212.0,351.0,173.7427,169.0,74.81938579512048,3.0,6.0,14.0,25.0,10.2485,9.0,6.15578891156222,1.0,1.0,3.0,5.0,2.2023590121636563,2.0,1.2648583473459127,12.0,18.0,35.0,61.0,27.685,24.0,13.633053987133687,,employee,1.0,1.0,6.0,11.0,3.8844,3.0,3.1132307753499515,0.0,1.0,8.0,17.0,4.9039,3.0,4.951294408700837,0.0,0.0,0.0,3.0,0.3112,0.0,0.7585592272262734,0.0,0.0,4.0,9.0,2.4437,1.0,2.9363740462097003,3.0,same_day_PCR,0.0,1.0,13.0,27.0,7.7883,5.0,7.77459500827884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,424.0,86.4944,52.0,96.54639759892096,4.0,4.0,5.0,19.0,5.9859,5.0,3.895204545572053,53.0,88.0,106.0,203.0,100.6361,105.0,35.33778364138403,1.0,2.0,2.0,11.0,2.5768,2.0,2.5056595125753414,1.0,1.0,2.0,3.0,1.4011494252873564,1.0,0.675709199197451,12.0,12.0,12.0,40.0,14.7377,12.0,7.587348383694367,2.0,employee,1.0,1.0,1.0,7.0,1.5325,1.0,1.6729087280426378,0.0,0.0,0.0,9.0,0.7472,0.0,2.572732799069025,0.0,0.0,0.0,3.0,0.1846,0.0,0.9462623215779671,0.0,0.0,1.0,5.0,0.6748,0.0,1.3538937413350731,7.0,same_day_PCR,0.0,0.0,0.0,15.0,1.2797,0.0,4.1429921974866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,154.0,491.0,129.9264,52.0,137.05684893876742,3.0,4.0,8.0,20.0,6.5364,4.0,4.800747833200137,53.0,88.0,103.0,195.0,96.1432,88.0,37.469252571259354,1.0,2.0,5.0,13.0,3.6799,2.0,3.4686941597548477,1.0,1.0,2.0,4.0,1.618595825426945,1.0,0.8655278310245393,12.0,12.0,23.0,48.0,18.0456,12.0,10.830662535833001,3.0,employee,1.0,1.0,2.0,10.0,2.2704,1.0,2.4986212499726888,0.0,0.0,2.0,13.0,1.9275,0.0,3.8073472837835447,0.0,0.0,0.0,2.0,0.1605,0.0,0.6128436242066756,0.0,0.0,1.0,9.0,1.5745,0.0,2.691871907694856,7.0,same_day_PCR,0.0,0.0,4.0,21.0,3.1979,0.0,6.146227558537036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,290.0,501.0,172.3878,103.0,144.3725166141927,2.0,2.0,8.0,14.0,5.1327,4.0,3.706948186377258,18.0,53.0,88.0,154.0,67.9363,53.0,33.31931962114475,1.0,2.0,7.0,14.0,4.9132,3.0,3.7279291175598486,1.0,1.0,2.0,5.0,1.9256559766763848,2.0,1.0940523500491517,12.0,12.0,29.0,51.0,21.8152,18.0,11.84994055128999,7.0,employee,1.0,1.0,5.0,10.0,3.0157,1.0,2.7745672333416675,0.0,0.0,5.0,14.0,3.1510000000000002,1.0,4.3144942329372284,0.0,0.0,0.0,3.0,0.3089,0.0,0.9306811520282734,0.0,0.0,5.0,11.0,2.6235,1.0,3.3278905083436183,7.0,same_day_PCR,0.0,0.0,9.0,23.0,5.1667,1.0,6.855961750998405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,103.0,340.0,564.0249999999996,244.6799,250.0,152.60012685401537,0.0,2.0,7.0,14.0,5.3479,5.0,3.6921577421447327,35.0,35.0,70.0,124.0,58.0975,66.0,26.442865129588853,2.0,4.0,9.0,16.0,7.0403,7.0,4.0582906355124715,1.0,1.0,3.0,5.0,2.181851715234231,2.0,1.2662151091161136,12.0,19.0,34.0,59.0,27.9328,26.0,12.729174653084733,,employee,1.0,1.0,6.0,12.0,4.4096,4.0,3.1742456463768454,0.0,1.0,8.0,17.0,5.4663,5.0,4.882381393828988,0.0,0.0,1.0,4.0,0.6468,0.0,1.2244180985137376,0.0,0.0,7.0,13.0,4.2479,4.0,3.8802256642005384,7.0,same_day_PCR,0.0,2.0,14.0,27.0,8.8759,8.0,7.718306576940408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,452.0249999999997,90.5289,52.0,105.61344793551851,4.0,4.0,5.0,21.0,6.1959,5.0,4.467316742955237,53.0,53.0,71.0,162.0,73.8246,70.0,28.062651087853553,1.0,1.0,1.0,10.0,1.8695,1.0,2.505573295625968,1.0,1.0,2.0,3.0,1.4198167239404351,1.0,0.6901992326258296,12.0,12.0,12.0,43.0,15.0781,12.0,8.54994213670795,2.0,employee,1.0,1.0,1.0,8.0,1.6515,1.0,1.9637294552298528,0.0,0.0,0.0,11.0,0.9005,0.0,2.9809542698330485,0.0,0.0,0.0,4.0,0.2361,0.0,1.0615410858500458,0.0,0.0,1.0,6.0,0.7612,0.0,1.6325566097714377,,same_day_PCR,0.0,0.0,0.0,18.0,1.5519999999999998,0.0,4.8459513332711515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,200.0,525.0,136.35299999999998,52.0,148.44444269239798,3.0,4.0,9.0,21.0,6.7379999999999995,4.0,5.264040939497077,35.0,53.0,68.0,131.0,63.6555,53.0,23.80978602047977,1.0,1.0,4.0,13.0,2.9193,1.0,3.5172183032133857,1.0,1.0,2.0,4.0,1.633419689119171,1.0,0.8489844326725191,12.0,12.0,23.0,51.0,18.3657,12.0,11.741105095555804,3.0,employee,1.0,1.0,2.0,11.0,2.4516,1.0,2.8234827156305644,0.0,0.0,2.0,15.0,2.1724,0.0,4.313506563561413,0.0,0.0,0.0,3.0,0.2859,0.0,0.951762457327204,0.0,0.0,1.0,10.0,1.7268,0.0,2.980343940722362,,same_day_PCR,0.0,0.0,4.0,24.0,3.6239999999999997,0.0,6.986995478070747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,330.0,560.0249999999996,196.9056,105.0,165.96749323141853,2.0,2.0,9.0,17.0,5.7766,4.0,4.4621837196999,17.0,18.0,35.0,53.0,25.6881,18.0,11.589695875865313,1.0,1.0,7.0,14.0,4.3017,2.0,3.9908733150754983,1.0,1.0,3.0,5.0,1.950254175744372,2.0,1.1096068961496783,12.0,12.0,31.0,57.0,23.1395,18.0,13.659849885701163,7.0,employee,1.0,1.0,6.0,12.0,3.5311,2.0,3.3398724923006387,0.0,0.0,7.0,17.0,3.8976,1.0,5.2000786841962485,0.0,0.0,1.0,5.0,0.6271,0.0,1.3572876677334462,0.0,0.0,6.0,13.0,3.1699,1.0,3.8887718169911265,,same_day_PCR,0.0,0.0,11.0,27.0,6.4287,2.0,8.323607664616071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,153.0,342.0,574.0,259.0031,276.0,148.9183036315739,0.0,3.0,8.0,14.0,5.731,6.0,3.6441689034263587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,5.731,6.0,3.6441689034263587,1.0,1.0,3.0,5.0,2.187052137385718,2.0,1.2777406473896025,12.0,23.0,35.0,62.0,28.7515,28.0,13.117856363200376,,employee,1.0,2.0,8.0,13.0,5.1919,5.0,3.5539186011700337,0.0,2.0,10.0,20.0,6.6133,6.0,5.618159794981643,0.0,0.0,1.0,5.0,0.9518,0.0,1.5227306494791146,0.0,0.0,8.0,15.0,5.3155,5.0,4.384459156864142,,same_day_PCR,0.0,3.0,16.0,31.0,10.8052,10.0,8.830665378390382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,103.0,62.8239,52.0,20.705090168021165,4.0,4.0,5.0,7.0,4.7722,4.0,0.944137860500236,158.0,158.0,211.0,262.0,198.2372,193.0,33.92788007324693,4.0,4.0,5.0,7.0,5.1032,5.0,1.0837283823544863,1.0,1.0,2.0,4.0,1.585933861201677,1.0,0.8015871960693228,12.0,12.0,12.0,17.0,13.0735,12.0,2.053172983927607,2.0,resident,0.0,0.0,0.0,2.0,0.1593,0.0,0.4581970148860041,1.0,1.0,1.0,3.0,1.1812,1.0,0.4925350942642647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3401,0.0,0.4737662244647082,2.0,same_day_PCR,0.0,0.0,0.0,3.0,0.3405,0.0,0.7496772316104842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,203.0,72.2624,52.0,48.051331295646,3.0,3.0,4.0,8.0,4.0182,4.0,1.404516296310819,140.0,158.0,193.0,287.0,184.7857,174.0,39.765081436860754,4.0,4.0,5.0,11.0,5.4146,5.0,1.939763673314569,1.0,1.0,2.0,4.0,1.575091575091575,1.0,0.8177163887246641,12.0,12.0,12.0,23.0,13.6645,12.0,3.6651716328583883,3.0,resident,0.0,0.0,0.0,2.0,0.22,0.0,0.6960233076876697,1.0,1.0,1.0,4.0,1.3123,1.0,0.8308054728836209,0.0,0.0,0.0,1.0,0.0529,0.0,0.36457493261077184,0.0,0.0,1.0,1.0,0.3608,0.0,0.5111257036664218,2.0,same_day_PCR,0.0,0.0,0.0,5.0,0.5323,0.0,1.3814295294203305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,312.04999999999933,79.6976,52.0,72.18983648332464,1.0,2.0,2.0,8.0,2.3621,2.0,1.7822741764734216,104.0,122.0,157.0,298.0,155.6643,156.0,48.005023213569785,4.0,4.0,5.0,15.0,5.706,5.0,2.9049626298436406,1.0,1.0,2.0,4.0,1.6091566265060242,1.0,0.8401755178065459,12.0,12.0,12.0,32.0,14.2432,12.0,5.7088626600477195,7.0,resident,0.0,0.0,0.0,4.0,0.3316,0.0,1.1454137406473377,1.0,1.0,1.0,6.0,1.4968,1.0,1.4295433254756365,0.0,0.0,0.0,2.0,0.1042,0.0,0.5596192253378512,0.0,0.0,1.0,2.0,0.4824,0.0,0.7928134051020649,2.0,same_day_PCR,0.0,0.0,0.0,9.0,0.8284,0.0,2.4678659761517894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,298.0,79.1274,52.0,70.62775089976827,1.0,1.0,1.0,6.0,1.5656,1.0,1.5405628755092535,104.0,104.0,139.0,296.0,142.9169,138.0,48.83488792879432,4.0,4.0,5.0,15.0,5.7346,5.0,2.9883533702670704,1.0,1.0,2.0,4.0,1.585886722376973,1.0,0.8117263421886717,12.0,12.0,12.0,33.0,14.3046,12.0,5.853994001071103,,resident,0.0,0.0,0.0,4.0,0.3303,0.0,1.1763249058097864,1.0,1.0,1.0,6.0,1.5148,1.0,1.4675136522812875,0.0,0.0,0.0,1.0,0.081,0.0,0.4587592462333598,0.0,0.0,1.0,2.0,0.4591,0.0,0.7391764526706855,2.0,same_day_PCR,0.0,0.0,0.0,8.0,0.8451,0.0,2.550520830271842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,104.0,433.0,114.3407,52.0,109.06526920520885,4.0,4.0,7.0,19.0,6.7526,5.0,4.262089837272098,141.0,158.0,200.0,296.0,186.4535,176.0,41.51146296995313,3.0,4.0,6.0,14.0,5.6099,4.0,2.9996702805773867,1.0,1.0,3.0,5.0,1.9627279936558288,2.0,1.114035338229579,12.0,12.0,18.0,39.0,16.951,12.0,8.2843866463493,2.0,resident,0.0,0.0,1.0,9.0,1.0625,0.0,2.2428769024803765,1.0,1.0,2.0,13.0,2.2824,1.0,3.1063507821104417,0.0,0.0,0.0,5.0,0.3838,0.0,1.345911849962986,0.0,0.0,1.0,2.0,0.4354,0.0,0.7465136088892322,3.0,same_day_PCR,0.0,0.0,2.0,20.0,2.3449,0.0,5.189955448147448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,153.0,374.0,114.2555,52.0,99.32056019333416,3.0,3.0,8.0,20.0,6.3728,4.0,4.890052292270719,106.0,140.0,257.0,466.0249999999997,208.3706,158.0,100.24037244976141,3.0,4.0,8.0,20.0,6.746,4.0,4.698881989281591,1.0,1.0,3.0,5.0,1.998409331919406,2.0,1.1209050468718402,12.0,12.0,23.0,52.0,19.1854,12.0,11.922048496967136,3.0,resident,0.0,0.0,1.0,10.0,1.4268,0.0,2.8244715477328493,1.0,1.0,3.0,16.0,2.9692,1.0,4.078273481690402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2625,0.0,0.4884850169259812,3.0,same_day_PCR,0.0,0.0,3.0,25.0,3.3960000000000004,0.0,6.754846171059668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,203.0,507.0249999999997,140.9881,52.0,143.00360191759555,1.0,2.0,6.0,13.0,3.8899,2.0,3.5710857250037464,88.0,122.0,174.0,314.02499999999964,149.4146,122.0,59.48772298347429,3.0,4.0,9.0,21.0,7.0235,4.0,5.2102842970653365,1.0,1.0,3.0,5.0,1.9496555378908318,2.0,1.081423333010115,12.0,12.0,24.0,52.0,19.2065,12.0,11.912239415609035,7.0,resident,0.0,0.0,2.0,9.0,1.4823,0.0,2.7122356704816823,1.0,1.0,4.0,15.0,3.1343,1.0,4.008973771062828,0.0,0.0,0.0,1.0,0.1143,0.0,0.4600615998619823,0.0,0.0,1.0,8.0,1.3338,0.0,2.3030214829208777,3.0,same_day_PCR,0.0,0.0,5.0,23.0,3.6166,0.0,6.552442131739049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,242.0,529.0,145.1643,52.0,147.69554462779263,1.0,1.0,5.0,12.0,3.0987,1.0,3.4774656844832665,70.0,104.0,156.0,298.0,134.6056,104.0,57.32591451243904,3.0,4.0,9.0,22.0,7.1637,4.0,5.4078486288615055,1.0,1.0,3.0,5.0,1.9934245134139927,2.0,1.149314977659745,12.0,12.0,24.0,54.0,19.477999999999998,12.0,12.393138221915331,,resident,0.0,0.0,2.0,10.0,1.5619999999999998,0.0,2.8225082205842247,1.0,1.0,4.0,16.0,3.2765,1.0,4.154103201334884,0.0,0.0,0.0,2.0,0.13,0.0,0.5045051561136462,0.0,0.0,1.0,8.0,1.3887,0.0,2.340247847130427,3.0,same_day_PCR,0.0,0.0,5.0,23.0,3.8385,0.0,6.815090776815055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,292.0,562.0249999999996,188.9741,105.0,156.1745340242697,4.0,5.0,13.0,25.0,9.7672,8.0,6.229035579319228,89.0,106.0,170.0,248.0,140.0583,133.0,45.80113399794321,2.0,2.0,8.0,16.0,5.4339,4.0,4.034558037239715,1.0,1.0,3.0,7.0,2.6314316803979483,2.0,1.617934530388763,12.0,12.0,29.0,53.0,22.6052,18.0,12.050496023211682,2.0,resident,0.0,0.0,4.0,11.0,2.4955,1.0,3.183173418037561,1.0,1.0,6.0,17.0,4.0712,2.0,4.523734848297121,0.0,0.0,1.0,7.0,0.8190000000000001,0.0,1.9019991482847745,0.0,0.0,3.0,8.0,1.7044,1.0,2.4483504818567545,7.0,same_day_PCR,0.0,0.0,8.0,26.0,5.5667,2.0,7.460758500430112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,322.0,542.0,200.4175,153.0,154.1375432267337,3.0,4.0,12.0,22.0,8.638,7.0,5.703052558134817,71.0,89.0,141.0,223.0249999999996,117.42200000000001,106.0,43.283505659618406,2.0,2.0,8.0,15.0,5.6992,5.0,3.9064620060280184,1.0,1.0,3.75,7.0,2.6758534293767617,2.0,1.63329763804447,12.0,12.0,30.0,54.0,23.3369,21.0,12.29680119063296,3.0,resident,0.0,0.0,5.0,11.0,2.8014,2.0,3.3013100285781216,1.0,1.0,7.0,16.0,4.6296,3.0,4.526085768656901,0.0,0.0,0.0,3.0,0.3745,0.0,0.983741086187044,0.0,0.0,5.0,11.0,2.8862,1.0,3.394112779528107,7.0,same_day_PCR,0.0,0.0,11.0,25.0,6.431,4.0,7.553167814526793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
