N_diagnostic_tests_0.025,N_diagnostic_tests_0.25,N_diagnostic_tests_0.75,N_diagnostic_tests_0.975,N_diagnostic_tests_mean,N_diagnostic_tests_median,N_diagnostic_tests_std,N_employee_screens_0.025,N_employee_screens_0.25,N_employee_screens_0.75,N_employee_screens_0.975,N_employee_screens_mean,N_employee_screens_median,N_employee_screens_std,N_preventive_tests_0.025,N_preventive_tests_0.25,N_preventive_tests_0.75,N_preventive_tests_0.975,N_preventive_tests_mean,N_preventive_tests_median,N_preventive_tests_std,N_resident_screens_0.025,N_resident_screens_0.25,N_resident_screens_0.75,N_resident_screens_0.975,N_resident_screens_mean,N_resident_screens_median,N_resident_screens_std,R0_0.025,R0_0.25,R0_0.75,R0_0.975,R0_mean,R0_median,R0_std,duration_0.025,duration_0.25,duration_0.75,duration_0.975,duration_mean,duration_median,duration_std,employee_screen_interval,index_case,infected_employees_0.025,infected_employees_0.25,infected_employees_0.75,infected_employees_0.975,infected_employees_mean,infected_employees_median,infected_employees_std,infected_residents_0.025,infected_residents_0.25,infected_residents_0.75,infected_residents_0.975,infected_residents_mean,infected_residents_median,infected_residents_std,pending_test_infections_0.025,pending_test_infections_0.25,pending_test_infections_0.75,pending_test_infections_0.975,pending_test_infections_mean,pending_test_infections_median,pending_test_infections_std,predetected_infections_0.025,predetected_infections_0.25,predetected_infections_0.75,predetected_infections_0.975,predetected_infections_mean,predetected_infections_median,predetected_infections_std,resident_screen_interval,test_type,transmissions_0.025,transmissions_0.25,transmissions_0.75,transmissions_0.975,transmissions_mean,transmissions_median,transmissions_std,undetected_infections_0.025,undetected_infections_0.25,undetected_infections_0.75,undetected_infections_0.975,undetected_infections_mean,undetected_infections_median,undetected_infections_std
53.0,206.0,414.0,633.0,310.5766,290.0,155.91652294947085,4.0,11.0,19.0,32.0,15.0042,13.0,6.969680050332325,54.0,98.0,138.0,204.0,120.3248,116.0,34.41825339230127,1.0,5.0,10.0,17.0,7.1972,6.0,4.2307094027130985,1.0,2.0,5.0,8.0,3.3968702455987834,3.0,2.082334959903864,12.0,24.0,39.0,67.0,32.135999999999996,29.0,13.953464584732773,2.0,resident,0.0,3.0,9.0,15.0,5.8036,5.0,4.144483648715657,1.0,4.0,13.0,23.0,8.8884,8.0,6.168982985477227,0.0,0.0,3.0,9.0,1.8556,1.0,2.554016628781812,0.0,1.0,8.0,14.0,4.9276,5.0,4.093755503619182,,same_day_antigen,0.0,6.0,20.0,36.0,13.692,12.0,9.94648828798015,0.0,0.0,2.0,6.0,1.3512,1.0,1.5575304652285331
53.0,204.0,366.0,584.0,286.6355,282.0,137.49493636313505,3.0,9.0,14.0,25.0,11.7495,11.0,5.480743891604545,36.0,68.0,100.0,149.0,84.7599,83.0,27.649631140400768,1.0,4.0,8.0,15.0,6.4544,6.0,3.5251330891655184,1.0,2.0,5.0,8.0,3.407139728427508,3.0,2.1058989718532204,12.0,23.0,35.0,61.0,29.868000000000002,28.0,12.084352657793293,3.0,resident,0.0,2.0,8.0,13.0,5.2558,5.0,3.6086380515173153,1.0,4.0,11.0,20.0,8.0028,8.0,5.1811462619442405,0.0,0.0,2.0,6.0,1.1318,0.0,1.6911873850869241,0.0,2.0,8.0,14.0,5.5282,6.0,4.185254639282963,,same_day_antigen,0.0,6.0,18.0,30.0,12.2586,12.0,8.372976574293718,0.0,0.0,1.0,3.0,0.3906,0.0,0.7873332390817349
53.0,233.0,362.0,583.0249999999996,290.6526,285.0,131.16541140771443,2.0,6.0,10.0,17.0,8.1518,8.0,3.7328474620613017,18.0,18.0,36.0,54.0,28.4374,28.0,11.734165939896645,1.0,5.0,8.0,15.0,6.5222,6.0,3.357176525508056,1.0,2.0,5.0,8.0,3.3697332607512247,3.0,2.062143904601455,12.0,24.0,35.0,61.0,30.0002,27.0,11.87084207835168,7.0,resident,0.0,3.0,8.0,13.0,5.3545,5.0,3.5638602469774256,1.0,5.0,11.0,20.0,8.3102,8.0,5.205313197930443,0.0,0.0,2.0,6.0,1.2303,1.0,1.7152131370796349,0.0,3.0,9.0,15.0,6.2611,6.0,4.192956579609174,,same_day_antigen,0.0,7.0,18.0,31.0,12.6647,12.0,8.351601573044746,0.0,0.0,0.0,2.0,0.2948,0.0,0.6780405105105367
53.0,230.0,347.0,573.0,283.7398,281.0,128.7404035457032,1.0,5.0,8.0,14.0,6.3579,6.0,3.275100031758084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,14.0,6.3579,6.0,3.275100031758084,1.0,2.0,5.0,8.0,3.3916045594037705,3.0,2.0784197518380845,12.0,24.0,34.0,60.0,29.6339,27.0,11.793098766136525,,resident,0.0,3.0,8.0,13.0,5.3419,5.0,3.571285454563916,1.0,5.0,11.0,20.0,8.3538,8.0,5.2213553618942194,0.0,0.0,2.0,5.0,1.1527,0.0,1.6001371047117767,0.0,3.0,9.0,15.0,6.4302,6.0,4.322082368442318,,same_day_antigen,0.0,7.0,18.0,31.024999999999643,12.6957,12.0,8.384493513811572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,103.0,60.7031,52.0,19.098157616703123,4.0,4.0,5.0,7.0,5.0155,5.0,1.0081475021734734,158.0,158.0,210.0,262.0,190.1299,176.0,30.59766082031055,4.0,4.0,5.0,7.0,4.6776,4.0,0.8850630337198394,1.0,1.0,2.0,3.0,1.4005813953488373,1.0,0.6618497087715312,12.0,12.0,12.0,17.0,12.86,12.0,1.8869965754096003,2.0,employee,1.0,1.0,1.0,2.0,1.0761,1.0,0.29413847375713104,0.0,0.0,0.0,2.0,0.1648,0.0,0.4656851364007944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3362,0.0,0.4724318778278185,2.0,same_day_LAMP,0.0,0.0,0.0,2.0,0.2409,0.0,0.5955691901584792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,103.0,319.0,87.295,52.0,72.142244388032,3.0,4.0,5.0,10.0,4.7696,4.0,1.816437663278996,141.0,158.0,193.0,319.0,191.4987,191.0,44.992132951358855,4.0,4.0,6.0,14.0,5.7229,5.0,2.7830720685986376,1.0,1.0,2.0,4.0,1.6163132137030995,1.0,0.8292121562287194,12.0,12.0,17.0,32.0,14.958,12.0,5.539612326731271,3.0,employee,1.0,1.0,1.0,5.0,1.357,1.0,1.0595580523626973,0.0,0.0,1.0,5.024999999999637,0.69,0.0,1.6741506139018087,0.0,0.0,0.0,1.0,0.0829,0.0,0.4481603226162226,0.0,0.0,1.0,1.0,0.3104,0.0,0.5225697541140238,2.0,same_day_LAMP,0.0,0.0,1.0,9.0,1.047,0.0,2.5932341749924235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,154.0,424.0,129.5981,102.0,108.35983094157247,2.0,2.0,5.0,11.0,3.8843,3.0,2.5989207277050395,123.0,141.0,225.0,348.02499999999964,190.5658,158.0,64.18679353890862,4.0,4.0,9.0,19.0,7.5671,6.0,4.226616142779214,1.0,1.0,3.0,5.0,1.9623300257258358,2.0,1.1122678637084005,12.0,12.0,22.0,42.0,18.682000000000002,17.0,8.541625836876356,7.0,employee,1.0,1.0,2.0,7.0,1.8867,1.0,1.7284564982048631,0.0,0.0,2.0,9.0,1.6661,1.0,2.568242663191643,0.0,0.0,0.0,3.0,0.2672,0.0,0.8678015141417965,0.0,0.0,1.0,4.0,0.6752,0.0,1.1626866061043284,2.0,same_day_LAMP,0.0,0.0,3.0,15.0,2.5528,1.0,4.0922227198282926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,98.0,205.0,459.0,164.0779,148.0,117.02802650428976,0.0,2.0,4.0,11.0,3.3833,3.0,2.661257097488684,105.0,165.75,241.0,366.0,207.58700000000002,205.0,66.54349430758401,4.0,6.0,12.0,21.0,9.5199,9.0,4.596641915756564,1.0,1.0,3.0,5.0,2.1907011437095973,2.0,1.2569569895181891,12.0,17.0,27.0,46.0,22.655,21.0,9.116824373029507,,employee,1.0,1.0,3.0,8.0,2.4432,2.0,2.0899786030139413,0.0,1.0,4.0,11.0,2.7637,2.0,2.97434816131173,0.0,0.0,0.0,3.0,0.3354,0.0,0.8820343748765387,0.0,0.0,1.0,5.0,0.8988,0.0,1.4727441928406149,2.0,same_day_LAMP,0.0,1.0,6.0,18.0,4.2069,3.0,4.797936474093934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,294.0,74.1398,52.0,63.5779841766566,4.0,4.0,5.0,13.0,5.492999999999999,5.0,2.5102551938226942,123.0,140.0,176.0,277.0,162.9446,158.0,39.91192086310427,3.0,3.0,4.0,10.0,4.1199,4.0,1.9275620715177904,1.0,1.0,2.0,3.0,1.405532666274279,1.0,0.6732250987090536,12.0,12.0,12.0,28.0,13.8079,12.0,4.879792908298752,2.0,employee,1.0,1.0,1.0,4.0,1.2618,1.0,0.9041805761303576,0.0,0.0,0.0,4.0,0.3778,0.0,1.3909926836847872,0.0,0.0,0.0,1.0,0.1174,0.0,0.7765806769130786,0.0,0.0,1.0,1.0,0.3805,0.0,0.5728460222926626,3.0,same_day_LAMP,0.0,0.0,0.0,7.0,0.6396,0.0,2.186593231260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,104.0,370.0,103.8035,52.0,94.61982444957232,3.0,4.0,6.0,19.0,6.2201,4.0,4.4370288158261095,105.0,123.0,209.0,462.0249999999997,190.7405,158.0,100.592128108385,3.0,3.0,6.0,19.0,5.8446,4.0,4.609574346679502,1.0,1.0,2.0,4.0,1.6113989637305701,1.0,0.8532942237144158,12.0,12.0,18.0,49.0,17.9179,12.0,11.228426752966538,3.0,employee,1.0,1.0,2.0,10.0,1.9916,1.0,2.3176856142843585,0.0,0.0,1.0,14.0,1.5924,0.0,3.7312805423136632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2583,0.0,0.4669078177660224,3.0,same_day_LAMP,0.0,0.0,1.0,22.0,2.5839999999999996,0.0,5.911212924927031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,282.0,530.0,169.5547,103.0,149.75465219316342,2.0,2.0,7.0,14.0,4.8973,3.0,3.6800688853199572,88.0,88.0,206.0,341.0,161.4067,141.0,73.9197301656383,3.0,3.0,11.0,23.0,7.7947,5.5,5.7396730128666285,1.0,1.0,2.0,5.0,1.9434442625931987,2.0,1.119083704915743,12.0,12.0,29.0,55.0,22.025,18.0,12.775824715834082,7.0,employee,1.0,1.0,4.0,10.0,2.7976,1.0,2.7408001456771443,0.0,0.0,5.0,15.0,2.989,1.0,4.404022995155018,0.0,0.0,0.0,2.0,0.1831,0.0,0.6463870138060956,0.0,0.0,2.0,8.0,1.6022,0.0,2.4453533763678266,3.0,same_day_LAMP,0.0,0.0,8.0,23.0,4.7866,1.0,6.936502861470954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,101.0,336.0,568.0,227.4791,203.0,156.8770327470862,0.0,2.0,7.0,14.0,4.9561,4.0,3.798633405788871,70.0,136.0,216.25,352.02499999999964,174.7921,169.0,75.11049218447194,3.0,6.0,14.0,25.0,10.2915,9.0,6.162460981015153,1.0,1.0,3.0,5.0,2.1804022565611967,2.0,1.266017371663951,12.0,18.0,35.0,62.0,27.8381,25.0,13.690012053793206,,employee,1.0,1.0,6.0,11.0,3.8715,3.0,3.0759931604918007,0.0,1.0,8.0,17.0,4.8732,3.0,4.934749936490558,0.0,0.0,0.0,2.0,0.2937,0.0,0.7207581142282914,0.0,0.0,4.0,10.0,2.4183,1.0,2.9333914823219307,3.0,same_day_LAMP,0.0,1.0,12.0,26.0,7.7447,5.0,7.7238518692922815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,419.0,85.5513,52.0,96.05303007593606,4.0,4.0,5.0,19.0,5.9408,5.0,3.862769402740199,53.0,88.0,106.0,199.0,100.1269,105.0,34.876855303963254,1.0,2.0,2.0,11.0,2.5482,2.0,2.4821548842259884,1.0,1.0,2.0,3.0,1.3942307692307692,1.0,0.6457151500094007,12.0,12.0,12.0,39.0,14.640999999999998,12.0,7.531519858510494,2.0,employee,1.0,1.0,1.0,7.0,1.51,1.0,1.6322887111793871,0.0,0.0,0.0,9.0,0.7196,0.0,2.5252353397955085,0.0,0.0,0.0,3.0,0.1854,0.0,0.9502195176448288,0.0,0.0,1.0,5.0,0.6637,0.0,1.2983723992324812,7.0,same_day_LAMP,0.0,0.0,0.0,15.0,1.2296,0.0,4.059769945846848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,154.0,500.0,128.194,52.0,136.0366206586154,3.0,4.0,8.0,20.0,6.4949,4.0,4.801383063027964,53.0,88.0,103.0,199.0,96.1188,88.0,37.632636209689174,1.0,2.0,5.0,13.0,3.6408,2.0,3.436008727520574,1.0,1.0,2.0,4.0,1.5956899324541651,1.0,0.8460640656496897,12.0,12.0,23.0,48.024999999999636,18.0083,12.0,10.917790569757807,3.0,employee,1.0,1.0,2.0,10.0,2.2548,1.0,2.4953756530761053,0.0,0.0,2.0,13.0,1.8866,0.0,3.8053894069929135,0.0,0.0,0.0,2.0,0.1504,0.0,0.6229114237708171,0.0,0.0,1.0,9.0,1.5215,0.0,2.6510451814436147,7.0,same_day_LAMP,0.0,0.0,3.0,21.0,3.1414,0.0,6.138189780169536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,291.0,508.0,175.2343,103.0,145.79850384651547,2.0,2.0,8.0,14.0,5.2166,4.0,3.7756999392169783,18.0,53.0,91.25,154.0,68.3741,53.0,33.647822615834734,1.0,2.0,8.0,14.0,4.9932,3.0,3.798525587601585,1.0,1.0,3.0,5.0,1.9517898902680335,2.0,1.1320735155063673,12.0,12.0,29.0,52.0,22.0434,18.0,11.997562693774896,7.0,employee,1.0,1.0,5.0,11.0,3.0966,2.0,2.864662121246918,0.0,0.0,6.0,15.0,3.2418,1.0,4.397825240580243,0.0,0.0,0.0,3.0,0.3187,0.0,0.9212031108920291,0.0,0.0,5.0,11.0,2.7243,1.0,3.456571176531715,7.0,same_day_LAMP,0.0,0.0,9.0,23.0,5.3384,2.0,7.030208234667184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,103.0,341.0,569.0249999999996,243.4724,249.0,153.6545352726726,0.0,2.0,7.0,14.0,5.3245,5.0,3.7187609049610635,35.0,35.0,70.0,125.0,57.571000000000005,60.0,26.535571835882227,2.0,4.0,9.0,17.0,7.0025,7.0,4.0833272102674565,1.0,1.0,3.0,5.0,2.2116533864541834,2.0,1.2690677052943549,12.0,19.0,34.0,60.0,27.8178,26.0,12.89542680035199,,employee,1.0,1.0,6.0,12.0,4.391,4.0,3.199147144825543,0.0,1.0,8.0,17.0,5.4443,5.0,4.879659682586665,0.0,0.0,1.0,4.0,0.6441,0.0,1.2273491062378536,0.0,0.0,7.0,13.0,4.2245,4.0,3.8882916082983168,7.0,same_day_LAMP,0.0,2.0,14.0,27.0,8.8353,8.0,7.751992211575347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,434.0,87.1966,52.0,99.69862952976341,4.0,4.0,5.0,20.0,6.0651,5.0,4.224955267775207,53.0,53.0,71.0,158.0,73.1314,70.0,26.85298944892793,1.0,1.0,1.0,10.0,1.7917,1.0,2.3618782688563122,1.0,1.0,2.0,3.0,1.3885918003565063,1.0,0.6569218759562632,12.0,12.0,12.0,42.0,14.8366,12.0,8.119944198661647,2.0,employee,1.0,1.0,1.0,8.0,1.599,1.0,1.8586404855284533,0.0,0.0,0.0,11.0,0.8190000000000001,0.0,2.8580160646124018,0.0,0.0,0.0,3.0,0.2044,0.0,0.9923301425993224,0.0,0.0,1.0,6.0,0.7116,0.0,1.5198869844973883,,same_day_LAMP,0.0,0.0,0.0,18.0,1.4180000000000001,0.0,4.619936187983346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,204.0,527.0249999999996,139.1813,52.0,149.56665152578253,3.0,4.0,9.0,22.0,6.8397,4.0,5.33102672049104,35.0,53.0,69.0,133.0,64.1615,53.0,24.31323366159073,1.0,1.0,4.0,13.0,2.9833,1.0,3.5484475842297294,1.0,1.0,2.0,4.0,1.641898220418358,1.0,0.8857708646234761,12.0,12.0,24.0,52.0,18.6224,12.0,11.94203832969677,3.0,employee,1.0,1.0,3.0,11.0,2.4919,1.0,2.8514114828878125,0.0,0.0,2.0,15.0,2.2315,0.0,4.37730782929225,0.0,0.0,0.0,3.0,0.2965,0.0,0.972667650452005,0.0,0.0,1.0,10.0,1.7565,0.0,2.9985841493428307,,same_day_LAMP,0.0,0.0,5.0,24.0,3.7234,0.0,7.068131881114619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,330.0,570.0249999999996,196.74400000000003,104.0,167.9490177144693,2.0,2.0,9.0,17.0,5.7763,4.0,4.516048912465184,17.0,18.0,35.0,53.0,25.6669,18.0,11.59841354279416,1.0,1.0,7.0,14.0,4.3008,2.0,4.037071854068923,1.0,1.0,2.0,5.0,1.925242186072016,2.0,1.1135220120486626,12.0,12.0,31.0,59.0,23.145,18.0,13.839079702520008,7.0,employee,1.0,1.0,5.25,12.0,3.5193,2.0,3.355436395663094,0.0,0.0,7.0,17.0,3.8766,1.0,5.2251031195815685,0.0,0.0,1.0,5.0,0.64,0.0,1.4061997510218731,0.0,0.0,6.0,12.0,3.1461,1.0,3.8729129522200143,,same_day_LAMP,0.0,0.0,11.0,27.0,6.3959,1.0,8.353055760861075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,149.0,344.0,573.0,259.5935,278.0,150.45551616336442,0.0,3.0,8.0,14.0,5.7468,6.0,3.668028789897968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,5.7468,6.0,3.668028789897968,1.0,1.0,3.0,5.0,2.1786560279266918,2.0,1.2507845872843817,12.0,22.0,35.0,62.0,28.7765,28.0,13.171579130828615,,employee,1.0,2.0,8.0,13.0,5.2338,5.0,3.5838836451813303,0.0,1.0,10.0,19.0,6.6285,6.0,5.635766490584367,0.0,0.0,2.0,5.0,0.9554,0.0,1.4777784755917551,0.0,0.0,9.0,14.0,5.3647,5.0,4.45796828814717,,same_day_LAMP,0.0,2.0,17.0,30.0,10.8623,10.0,8.876250193169927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,103.0,62.732,52.0,20.63960211141513,4.0,4.0,5.0,7.0,4.7554,4.0,0.9464990364720948,158.0,158.0,211.0,262.0,197.3948,193.0,34.1784164257933,4.0,4.0,5.0,7.0,5.0848,5.0,1.088819320526264,1.0,1.0,2.0,4.0,1.5913574448097698,1.0,0.8135601750069738,12.0,12.0,12.0,17.0,13.0645,12.0,2.0468900131351924,2.0,resident,0.0,0.0,0.0,2.0,0.159,0.0,0.4562234255070624,1.0,1.0,1.0,3.0,1.1798,1.0,0.4914225367348969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.335,0.0,0.4720140672988177,2.0,same_day_LAMP,0.0,0.0,0.0,3.0,0.3388,0.0,0.7518451217562769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,203.0,72.3952,52.0,48.46845712516141,3.0,3.0,4.0,8.0,4.0001,4.0,1.3948098578135824,140.0,158.0,193.0,287.0,184.6399,174.0,39.48242538372507,4.0,4.0,5.0,11.0,5.4254,5.0,1.9502346478098864,1.0,1.0,2.0,4.0,1.618292113859076,1.0,0.8175716557558667,12.0,12.0,12.0,23.0,13.6549,12.0,3.655371686192311,3.0,resident,0.0,0.0,0.0,2.0,0.222,0.0,0.7001178590077889,1.0,1.0,1.0,4.0,1.3194,1.0,0.8600334910691422,0.0,0.0,0.0,1.0,0.0575,0.0,0.3854978740033285,0.0,0.0,1.0,1.0,0.3793,0.0,0.5196715461246509,2.0,same_day_LAMP,0.0,0.0,0.0,5.0,0.5414,0.0,1.4227046245953108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,327.02499999999964,80.4101,52.0,73.13087672456177,1.0,2.0,2.0,8.0,2.3845,2.0,1.8112945174054047,104.0,122.0,157.0,302.0,156.2167,156.0,49.0988453099569,4.0,4.0,5.0,15.0,5.7331,5.0,2.9451879062600264,1.0,1.0,2.0,4.0,1.6057330827067668,1.0,0.8347782648564331,12.0,12.0,12.0,33.0,14.3106,12.0,5.778517696319418,7.0,resident,0.0,0.0,0.0,4.0,0.3422,0.0,1.1519686901935828,1.0,1.0,1.0,6.0,1.5023,1.0,1.4186599203462964,0.0,0.0,0.0,2.0,0.1101,0.0,0.5872073494491744,0.0,0.0,1.0,2.0,0.4724,0.0,0.7666139900242952,2.0,same_day_LAMP,0.0,0.0,0.0,8.0,0.8445,0.0,2.472110613036623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,52.0,299.0,80.3625,52.0,72.80176442532381,1.0,1.0,1.0,6.0,1.5908,1.0,1.5835422699164243,104.0,104.0,139.0,294.0,143.9139,138.0,49.70939135765912,4.0,4.0,5.0,15.0,5.7899,5.0,3.0582500354496736,1.0,1.0,2.0,4.0,1.596774193548387,1.0,0.8028813427908169,12.0,12.0,12.0,33.0,14.37,12.0,5.967198735258832,,resident,0.0,0.0,0.0,4.0,0.3466,0.0,1.1804269485140018,1.0,1.0,1.0,6.0,1.5259,1.0,1.4723946429536003,0.0,0.0,0.0,1.0,0.0883,0.0,0.4729962817488683,0.0,0.0,1.0,2.0,0.4677,0.0,0.7581650159557232,2.0,same_day_LAMP,0.0,0.0,0.0,8.0,0.8725,0.0,2.5620890265597724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,150.0,447.0,115.4205,52.0,110.66810752313549,4.0,4.0,7.0,20.0,6.789,5.0,4.3323614733299385,142.0,158.0,201.25,297.0,186.65400000000002,176.0,41.986397437229314,3.0,4.0,6.0,15.0,5.6316,4.0,3.0285307724809383,1.0,1.0,3.0,5.0,1.975328083989501,2.0,1.1105452717955886,12.0,12.0,18.0,42.0,17.007,12.0,8.362855058798608,2.0,resident,0.0,0.0,1.0,9.0,1.0739,0.0,2.2368145036887594,1.0,1.0,2.0,13.0,2.2873,1.0,3.0860510496600853,0.0,0.0,0.0,5.0,0.4117,0.0,1.4280080639488948,0.0,0.0,1.0,2.0,0.4322,0.0,0.7559499361932661,3.0,same_day_LAMP,0.0,0.0,2.0,20.0,2.3612,0.0,5.163758418061403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,153.0,382.0,116.3496,52.0,102.06414791134488,3.0,3.0,8.0,20.0,6.4725,4.0,5.0382320439031805,106.0,140.0,258.0,477.0,210.578,158.0,103.1071094716672,3.0,4.0,8.0,20.0,6.8486,4.0,4.84510325406531,1.0,1.0,3.0,5.0,1.9542722759341518,2.0,1.1077587947668448,12.0,12.0,23.0,53.0,19.4419,12.0,12.298794673667928,3.0,resident,0.0,0.0,1.0,10.0,1.4625,0.0,2.865626446606945,1.0,1.0,3.0,16.0,2.9894,1.0,4.078425063072695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2579,0.0,0.4770852660008518,3.0,same_day_LAMP,0.0,0.0,3.0,25.0,3.4519,0.0,6.793975434178432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,204.0,519.0,142.994,52.0,145.49020002677287,1.0,2.0,6.0,14.0,3.9442,2.0,3.630758130261509,88.0,122.0,177.0,319.02499999999964,150.5364,122.0,60.72834320320965,3.0,4.0,9.0,22.0,7.1045,4.0,5.3245858873237415,1.0,1.0,2.0,5.0,1.9401307189542485,2.0,1.0895195304242458,12.0,12.0,24.0,52.024999999999636,19.3989,12.0,12.183079312396893,7.0,resident,0.0,0.0,2.0,9.024999999999636,1.535,0.0,2.7977415419894625,1.0,1.0,4.0,15.0,3.1687,1.0,4.022792387864378,0.0,0.0,0.0,2.0,0.1192,0.0,0.476669782352669,0.0,0.0,1.0,8.0,1.3261,0.0,2.275978206767316,3.0,same_day_LAMP,0.0,0.0,5.0,23.0,3.7037,0.0,6.650814209024659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,242.0,530.0,145.4942,52.0,148.4808614703669,1.0,1.0,5.0,12.024999999999634,3.1065,1.0,3.4981683018612486,70.0,104.0,152.0,298.0,134.6588,104.0,57.49569338685989,3.0,4.0,9.0,22.0,7.1723,4.0,5.43418492016739,1.0,1.0,3.0,5.0,2.00026518164943,2.0,1.1294231920038509,12.0,12.0,24.0,54.0,19.4925,12.0,12.443802817983627,,resident,0.0,0.0,2.0,10.0,1.5649,0.0,2.827187169030178,1.0,1.0,4.0,16.0,3.2515,1.0,4.117589489533946,0.0,0.0,0.0,2.0,0.1326,0.0,0.5026355580840108,0.0,0.0,1.0,8.0,1.3898,0.0,2.345891361642321,3.0,same_day_LAMP,0.0,0.0,5.0,23.0,3.8164,0.0,6.781466645865547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,289.0,567.0,186.5973,104.0,155.56012737212836,4.0,5.0,13.0,26.0,9.677999999999999,8.0,6.215173274968589,89.0,106.0,170.0,245.0249999999996,139.1227,125.0,45.4409235432473,2.0,2.0,7.0,16.0,5.369,4.0,4.010068211976757,1.0,1.0,3.0,7.0,2.674187023494632,2.0,1.6415354389861705,12.0,12.0,29.0,54.0,22.4295,18.0,11.96742878337567,2.0,resident,0.0,0.0,4.0,11.0,2.484,1.0,3.1856802814917864,1.0,1.0,5.0,17.0,3.9881,2.0,4.457055633991172,0.0,0.0,1.0,7.0,0.8025,0.0,1.87985295560942,0.0,0.0,3.0,8.0,1.6535,1.0,2.3883902928162897,7.0,same_day_LAMP,0.0,0.0,8.0,26.0,5.4721,2.0,7.390283026943003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,323.0,547.0,200.3308,153.0,155.89957805973663,3.0,4.0,12.0,23.0,8.6299,7.0,5.785972151451624,71.0,89.0,140.0,225.0,117.1834,106.0,43.66081986357008,2.0,2.0,8.0,15.0,5.6923,5.0,3.946261269581727,1.0,1.0,3.0,7.0,2.639120188531029,2.0,1.625054225902565,12.0,12.0,30.0,55.0,23.3286,20.0,12.526999425698927,3.0,resident,0.0,0.0,5.0,11.0,2.7745,2.0,3.2714094763566672,1.0,1.0,7.0,16.0,4.629,3.0,4.514354542976656,0.0,0.0,0.0,3.0,0.3509,0.0,0.9170895786833109,0.0,0.0,5.0,11.0,2.9035,1.0,3.3709529932065565,7.0,same_day_LAMP,0.0,0.0,11.0,25.0,6.4035,3.0,7.512092311938819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,299.0,509.0,195.1633,155.0,145.21371056234165,1.0,2.0,8.0,14.0,5.4462,5.0,3.79290708750128,35.0,53.0,95.0,154.0,72.2543,53.0,32.92104814630155,2.0,2.0,8.0,14.0,5.6696,5.0,3.74484154856015,1.0,1.0,3.0,7.0,2.602336448598131,2.0,1.6225819644587047,12.0,12.0,30.0,52.0,23.1195,23.0,11.72563724523664,7.0,resident,0.0,0.0,5.0,10.0,2.6732,2.0,3.080024417929427,1.0,1.0,7.0,15.0,4.5769,3.0,4.284988039919158,0.0,0.0,0.0,3.0,0.345,0.0,0.9186181937772592,0.0,0.0,6.0,12.0,3.2367,2.0,3.5248426293320043,7.0,same_day_LAMP,0.0,0.0,11.0,24.0,6.2501,4.0,7.0855607051983345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
